Name	SMILES
azlocillin	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(O)=O, CC1(C)SC2C(NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2C1C(O)=O, CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(O)=O, CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(O)=O
AZM-475271	COc1ccc(Cl)c(Nc2ncnc3cc(OCC4CCN(C)CC4)c(OC)cc23)c1
azodicarbonamide	NC(=O)\N=N\C(N)=O, NC(=O)\N=N\C(N)=O
azomycin-(2-nitroimidazole)	[O-][N+](=O)c1ncc[nH]1, [O-][N+](=O)c1ncc[nH]1
azosemide	NS(=O)(=O)c1cc(-c2nnn[nH]2)c(NCc2cccs2)cc1Cl
aztreonam	C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\c2csc(N)n2)C(=O)N1S(O)(=O)=O, C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\c2csc(N)n2)C(=O)N1S(O)(=O)=O, C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\c2csc(N)n2)C(=O)N1S(O)(=O)=O
AZ191	COc1cc(ccc1Nc1nccc(n1)-c1cn(C)c2cnccc12)N1CCN(C)CC1, COc1cc(ccc1Nc1nccc(n1)-c1cn(C)c2cnccc12)N1CCN(C)CC1
AZ20	C[C@@H]1COCCN1c1cc(nc(n1)-c1cccc2[nH]ccc12)C1(CC1)S(C)(=O)=O, C[C@@H]1COCCN1c1cc(nc(n1)-c1cccc2[nH]ccc12)C1(CC1)S(C)(=O)=O
AZ3146	COc1cc(OC2CCN(C)CC2)ccc1Nc1ncc2n(C)c(=O)n(C3CCCC3)c2n1, COc1cc(OC2CCN(C)CC2)ccc1Nc1ncc2n(C)c(=O)n(C3CCCC3)c2n1, COc1cc(OC2CCN(C)CC2)ccc1Nc1ncc2n(C)c(=O)n(C3CCCC3)c2n1
AZ505	Oc1ccc(CCNCCN(C2CCCCC2)C(=O)CCNCCc2ccc(Cl)c(Cl)c2)c2OCC(=O)Nc12, Oc1ccc(CCNCCN(C2CCCCC2)C(=O)CCNCCc2ccc(Cl)c(Cl)c2)c2OCC(=O)Nc12
AZ5104	COc1cc(N(C)CCN(C)C)c(NC(=O)C=C)cc1Nc1nccc(n1)-c1c[nH]c2ccccc12
AZ960	C[C@H](Nc1nc(Nc2cc(C)[nH]n2)c(F)cc1C#N)c1ccc(F)cc1, C[C@H](Nc1nc(Nc2cc(C)[nH]n2)c(F)cc1C#N)c1ccc(F)cc1
A0001	CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@](C)(O)CCC1=C(C)C(=O)C(C)=C(C)C1=O, CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@](C)(O)CCC1=C(C)C(=O)C(C)=C(C)C1=O
A12B4C3	CCCCCCCCCCC(O)C1C=CC2C(N1Nc1ccc(cc1)[N+]([O-])=O)C(=O)N(C2=O)c1ccccc1
A205804	Cc1ccc(Sc2cncc3sc(cc23)C(N)=O)cc1, Cc1ccc(Sc2cncc3sc(cc23)C(N)=O)cc1, Cc1ccc(Sc2cncc3sc(cc23)C(N)=O)cc1
A61603	CS(=O)(=O)Nc1c(O)ccc2C(CCCc12)C1=NCCN1
A66	Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1csc(n1)C(C)(C)C, Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1csc(n1)C(C)(C)C
A740003	COc1ccc(CC(=O)NC(N\C(Nc2cccc3ncccc23)=N\C#N)C(C)(C)C)cc1OC, COc1ccc(CC(=O)NC(N\C(Nc2cccc3ncccc23)=N\C#N)C(C)(C)C)cc1OC
A77636	NC[C@@H]1O[C@@H](Cc2c(O)c(O)ccc12)[C@@]12CC3CC(CC(C3)C1)C2
A922500	OC(=O)[C@H]1CCC[C@H]1C(=O)c1ccc(cc1)-c1ccc(NC(=O)Nc2ccccc2)cc1
bacampicillin	CCOC(=O)OC(C)OC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](NC(=O)[C@H](N)c1ccccc1)C2=O, CCOC(=O)OC(C)OC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](NC(=O)[C@H](N)c1ccccc1)C2=O, CCOC(=O)OC(C)OC(=O)[C@@H]1N2[C@H](SC1(C)C)[C@H](NC(=O)[C@H](N)c1ccccc1)C2=O
bacitracin	CCC(C)C(N)C1=NC(CS1)C(=O)NC(CC(C)C)C(=O)NC(CCC(O)=O)C(=O)NC(C(C)CC)C(=O)NCCCCC1NC(=O)C(CC(N)=O)NC(=O)C(CC(O)=O)NC(=O)C(Cc2c[nH]cn2)NC(=O)C(Cc2ccccc2)NC(=O)C(NC(=O)C(CCCN)NC1=O)C(C)CC, CCC(C)C(N)C1=NC(CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]1CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC1=O)[C@@H](C)CC, CCC(C)[C@H](NC(=O)[C@@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)C1CN=C(S1)[C@H](N)C(C)C)C(=O)N[C@H]1CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC1=O)C(C)CC
bacitracin-zinc	CC[C@H](C)[C@H](N)C1=NCC(S1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]1CCC(=O)O[Zn]OC(=O)C[C@H]2NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC(=O)[C@H](CCCCNC(=O)[C@H](CC(N)=O)NC2=O)NC(=O)[C@@H](NC1=O)[C@H](C)CC)[C@H](C)CC, [Zn++].CCC(C)C(N)C1=NC(CS1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N[C@H]1CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@@H](Cc2cnc[nH]2)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](NC(=O)[C@@H](CCCN)NC1=O)[C@H](C)CC, CC[C@H](C)[C@H](N)C1=NCC(S1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H]1CCC(=O)O[Zn]OC(=O)C[C@H]2NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)[C@H](Cc3ccccc3)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC(=O)[C@H](CCCCNC(=O)[C@H](CC(N)=O)NC2=O)NC(=O)[C@@H](NC1=O)[C@H](C)CC)[C@H](C)CC
baclofen	NCC(CC(O)=O)c1ccc(Cl)cc1
baclofen-(R)	NC[C@H](CC(O)=O)c1ccc(Cl)cc1, NC[C@H](CC(O)=O)c1ccc(Cl)cc1
BADGE	CC(C)(c1ccc(OCC2CO2)cc1)c1ccc(OCC2CO2)cc1
bafetinib	CN(C)C1CCN(Cc2ccc(cc2C(F)(F)F)C(=O)Nc2ccc(C)c(Nc3ncc(cn3)-c3cncnc3)c2)C1
BAG-956	Cc1nc2cnc3ccc(cc3c2n1-c1ccc(cc1)C(C)(C)C#N)C#Cc1cccnc1
baicalein	Oc1cc2oc(cc(=O)c2c(O)c1O)-c1ccccc1, Oc1cc2oc(cc(=O)c2c(O)c1O)-c1ccccc1, Oc1cc2oc(cc(=O)c2c(O)c1O)-c1ccccc1
baicalin	O[C@H]1[C@H](Oc2cc3oc(cc(=O)c3c(O)c2O)-c2ccccc2)O[C@@H]([C@@H](O)[C@@H]1O)C(O)=O, O[C@H]1[C@H](Oc2cc3oc(cc(=O)c3c(O)c2O)-c2ccccc2)O[C@@H]([C@@H](O)[C@@H]1O)C(O)=O
bakuchiol	CC(C)=CCC[C@@](C)(C=C)\C=C\c1ccc(O)cc1, CC(C)=CCC[C@@](C)(C=C)\C=C\c1ccc(O)cc1
balaglitazone	Cn1c(COc2ccc(CC3SC(=O)NC3=O)cc2)nc2ccccc2c1=O
balapiravir	CC(C)C(=O)OC[C@]1(O[C@H]([C@H](OC(=O)C(C)C)[C@@H]1OC(=O)C(C)C)n1ccc(N)nc1=O)N=[N+]=[N-]
balicatib	CCCN1CCN(CC1)c1ccc(cc1)C(=O)NC1(CCCCC1)C(=O)NCC#N, CCCN1CCN(CC1)c1ccc(cc1)C(=O)NC1(CCCCC1)C(=O)NCC#N
balofloxacin	CNC1CCCN(C1)c1c(F)cc2c(c1OC)n(cc(C(O)=O)c2=O)C1CC1, CNC1CCCN(C1)c1c(F)cc2c(c1OC)n(cc(C(O)=O)c2=O)C1CC1
balsalazide	OC(=O)CCNC(=O)c1ccc(cc1)N=Nc1ccc(O)c(c1)C(O)=O
bambuterol	CN(C)C(=O)Oc1cc(OC(=O)N(C)C)cc(c1)C(O)CNC(C)(C)C
BAM7	CCOc1ccccc1N\N=C1C(=O)N(N=C\1C)c1nc(cs1)-c1ccccc1
BAN-ORL-24	O=C(NCCCN1CCC2(CC1)OCc1ccccc21)[C@H]1CCCN1Cc1ccccc1, O=C(NCCCN1CCC2(CC1)OCc1ccccc21)[C@H]1CCCN1Cc1ccccc1, O=C(NCCCN1CCC2(CC1)OCc1ccccc21)[C@H]1CCCN1Cc1ccccc1
barasertib	CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(O)(O)=O
barasertib-HQPA	CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1, CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1
barbital	CCC1(CC)C(=O)NC(=O)NC1=O
bardoxolone	CC1(C)CC[C@@]2(CC[C@]3(C)[C@@H]([C@@H]2C1)C(=O)C=C1[C@@]2(C)C=C(C#N)C(=O)C(C)(C)[C@@H]2CC[C@@]31C)C(O)=O
bardoxolone-methyl	COC(=O)[C@]12CCC(C)(C)C[C@H]1[C@H]1C(=O)C=C3[C@@]4(C)C=C(C#N)C(=O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2
baricitinib	CCS(=O)(=O)N1CC(CC#N)(C1)n1cc(cn1)-c1ncnc2[nH]ccc12
barium-6-O-phosphonato-D-glucose	O[C@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@@H](O)C=O
barnidipine	COC(=O)C1=C(C)NC(C)=C([C@H]1c1cccc(c1)[N+]([O-])=O)C(=O)O[C@H]1CCN(Cc2ccccc2)C1
basic-fuchsin	CC1=CC(C=CC1=N)=C(c1ccc(N)cc1)c1ccc(N)cc1
basimglurant	Cc1nc(C#Cc2ccnc(Cl)c2)c(C)n1-c1ccc(F)cc1
batimastat	CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO, CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)[C@H](CSc1cccs1)C(=O)NO
bavisant	O=C(N1CCN(CC1)C1CC1)c1ccc(CN2CCOCC2)cc1
BAX-channel-blocker	OC(CN1CCNCC1)Cn1c2ccc(Br)cc2c2cc(Br)ccc12, OC(CN1CCNCC1)Cn1c2ccc(Br)cc2c2cc(Br)ccc12
BAY-K-8644-(+/-)	COC(=O)C1=C(C)NC(C)=C(C1c1ccccc1C(F)(F)F)[N+]([O-])=O
BAY-K-8644-(s)-(-)	COC(=O)C1=C(C)NC(C)=C([C@H]1c1ccccc1C(F)(F)F)[N+]([O-])=O
bay-w-9798	COC(=O)C1=C(C)N(C)C(C)=C(C1c1ccc(cc1)C(F)(F)F)C(=O)OC
BAY-11-7082	Cc1ccc(cc1)S(=O)(=O)\C=C\C#N, Cc1ccc(cc1)S(=O)(=O)\C=C\C#N, Cc1ccc(cc1)S(=O)(=O)\C=C\C#N
BAY-11-7085	CC(C)(C)c1ccc(cc1)S(=O)(=O)\C=C\C#N
BAY-41-2272	Nc1nc(ncc1C1CC1)-c1nn(Cc2ccccc2F)c2ncccc12
BAY-60-6583	NC(=O)CSc1nc(N)c(C#N)c(-c2ccc(OCC3CC3)cc2)c1C#N
bay-60-7550	COc1ccc(Cc2nn3c(nc(C)c3c(=O)[nH]2)[C@@H](CCCc2ccccc2)[C@@H](C)O)cc1OC
BAY-61-3606	COc1ccc(cc1OC)-c1cc2nccn2c(Nc2ncccc2C(N)=O)n1
BAY-85-8050	NC(CC(F)C(O)=O)C(O)=O
BAY-87-2243	Cc1cc(nn1Cc1ccnc(c1)N1CCN(CC1)C1CC1)-c1nc(no1)-c1ccc(OC(F)(F)F)cc1
bazedoxifene	Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12, Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12, Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12
BAZ2-ICR	Cn1cc(CCn2cnc(-c3cnn(C)c3)c2-c2ccc(cc2)C#N)cn1
BC-11	NC(=N)SCc1ccc(cc1)B(O)O
BCI-540	Cc1oc2nc3CCCCc3c(NC(=O)CN3CCCC3=O)c2c1C
BCTC	CC(C)(C)c1ccc(NC(=O)N2CCN(CC2)c2ncccc2Cl)cc1
BCX-1470	NC(=N)c1cc2ccc(OC(=O)c3cccs3)cc2s1
BD-1008	CN(CCN1CCCC1)CCc1ccc(Cl)c(Cl)c1
BD-1047	CN(C)CCN(C)CCc1ccc(Cl)c(Cl)c1, CN(C)CCN(C)CCc1ccc(Cl)c(Cl)c1
BD-1063	CN1CCN(CCc2ccc(Cl)c(Cl)c2)CC1
BE-2254	Oc1ccc(CCNCC2CCc3ccccc3C2=O)cc1, Oc1ccc(CCNCC2CCc3ccccc3C2=O)cc1
beclamide	ClCCC(=O)NCc1ccccc1
beclomethasone	CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1(O)C(=O)CO
beclomethasone-dipropionate	CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]12C, CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]12C, CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]12C
bedaquiline	COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12, COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12, COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12
befuraline	O=C(N1CCN(Cc2ccccc2)CC1)c1cc2ccccc2o1
begacestat	OC[C@@H](NS(=O)(=O)c1ccc(Cl)s1)C(C(F)(F)F)C(F)(F)F, OC[C@@H](NS(=O)(=O)c1ccc(Cl)s1)C(C(F)(F)F)C(F)(F)F
bekanamycin	NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O, NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O
belinostat	ONC(=O)\C=C\c1cccc(c1)S(=O)(=O)Nc1ccccc1
bemegride	CCC1(C)CC(=O)NC(=O)C1
bemesetron	CN1C2CCC1CC(C2)OC(=O)c1cc(Cl)cc(Cl)c1, CN1C2CCC1CC(C2)OC(=O)c1cc(Cl)cc(Cl)c1
bemotrizinol	CCCCC(CC)COc1ccc(c(O)c1)-c1nc(nc(n1)-c1ccc(OCC(CC)CCCC)cc1O)-c1ccc(OC)cc1
benaxibine	OC1COC(Nc2ccc(cc2)C(O)=O)C(O)C1O
benazepril	CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(O)=O)C1=O, CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(O)=O)C1=O, CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(O)=O)C1=O, CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(O)=O)C1=O
bendamustine	Cn1c(CCCC(O)=O)nc2cc(ccc12)N(CCCl)CCCl, Cn1c(CCCC(O)=O)nc2cc(ccc12)N(CCCl)CCCl
bendazac	OC(=O)COc1nn(Cc2ccccc2)c2ccccc12
bendroflumethiazide	NS(=O)(=O)c1cc2c(NC(Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F, NS(=O)(=O)c1cc2c(NC(Cc3ccccc3)NS2(=O)=O)cc1C(F)(F)F
benethamine	C(Cc1ccccc1)NCc1ccccc1
benfluorex	CC(Cc1cccc(c1)C(F)(F)F)NCCOC(=O)c1ccccc1
benfluralin	CCCCN(CC)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O
benfotiamine	C\C(N(Cc1cnc(C)nc1N)C=O)=C(\CCOP(O)(O)=O)SC(=O)c1ccccc1, C\C(N(Cc1cnc(C)nc1N)C=O)=C(/CCOP(O)(O)=O)SC(=O)c1ccccc1, C\C(N(Cc1cnc(C)nc1N)C=O)=C(\CCOP(O)(O)=O)SC(=O)c1ccccc1
benidipine	COC(=O)C1=C(C)NC(C)=C([C@@H]1c1cccc(c1)[N+]([O-])=O)C(=O)O[C@@H]1CCCN(Cc2ccccc2)C1, COC(=O)C1=C(C)NC(C)=C([C@@H]1c1cccc(c1)[N+]([O-])=O)C(=O)O[C@@H]1CCCN(Cc2ccccc2)C1
benperidol	Fc1ccc(cc1)C(=O)CCCN1CCC(CC1)n1c2ccccc2[nH]c1=O
benproperine	CC(COc1ccccc1Cc1ccccc1)N1CCCCC1
benserazide	NC(CO)C(=O)NNCc1ccc(O)c(O)c1O, NC(CO)C(=O)NNCc1ccc(O)c(O)c1O
bentazepam	O=C1CN=C(c2c3CCCCc3sc2N1)c1ccccc1
bentiromide	OC(=O)c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1, OC(=O)c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1
benurestat	ONC(=O)CNC(=O)c1ccc(Cl)cc1
benzalkonium	CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1
benzamil	NC(NCc1ccccc1)=NC(=O)c1nc(Cl)c(N)nc1N, NC(NCc1ccccc1)=NC(=O)c1nc(Cl)c(N)nc1N
benzbromarone	CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1, CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1
benzenemethanol,-2,5-dimethyl-[[(1-methylethyl)amino]methyl]	CC(C)NCC(O)c1cc(C)ccc1C
benzethonium	CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1, CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1
benznidazole	[O-][N+](=O)c1nccn1CC(=O)NCc1ccccc1
benzo[d]thiazole-2(3h)-thione	Sc1nc2ccccc2s1
benzocaine	CCOC(=O)c1ccc(N)cc1, CCOC(=O)c1ccc(N)cc1
benzoclidine	O=C(OC1CN2CCC1CC2)c1ccccc1
benzofenac	OC(=O)Cc1ccc(OCc2ccccc2)c(Cl)c1
benzoic-acid	OC(=O)c1ccccc1, OC(=O)c1ccccc1, OC(=O)c1ccccc1
benzoin	OC(C(=O)c1ccccc1)c1ccccc1
benzonatate	CCCCNc1ccc(cc1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC
benzoquinonium-dibromide	CC[N+](CC)(CCCNC1=CC(=O)C(NCCC[N+](CC)(CC)Cc2ccccc2)=CC1=O)Cc1ccccc1
benzotript	OC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)c1ccc(Cl)cc1
benzoxiquine	O=C(Oc1cccc2cccnc12)c1ccccc1
benzoyl-peroxide	O=C(OOC(=O)c1ccccc1)c1ccccc1, O=C(OOC(=O)c1ccccc1)c1ccccc1
benzoylpas	OC(=O)c1ccc(NC(=O)c2ccccc2)cc1O, OC(=O)c1ccc(NC(=O)c2ccccc2)cc1O
benzthiazide	NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O, NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O
benztropine-mesylate	CN1[C@@H]2CC[C@@H]1C[C@H](C2)OC(c1ccccc1)c1ccccc1
benzydamine	CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12, CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12
benzyl-alcohol	OCc1ccccc1, OCc1ccccc1
benzyl-benzoate	O=C(OCc1ccccc1)c1ccccc1, O=C(OCc1ccccc1)c1ccccc1, O=C(OCc1ccccc1)c1ccccc1
benzyl-isothiocyanate	S=C=NCc1ccccc1
benzyldimethylhexadecylammonium	CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1
benzyldimethyloctylammonium	CCCCCCCC[N+](C)(C)Cc1ccccc1
benzylpenicillin	CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(O)=O, CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(O)=O, CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(O)=O
bephenium-hydroxynaphthoate	C[N+](C)(CCOc1ccccc1)Cc1ccccc1, C[N+](C)(CCOc1ccccc1)Cc1ccccc1, C[N+](C)(CCOc1ccccc1)Cc1ccccc1
bepotastine	OC(=O)CCCN1CCC(CC1)O[C@@H](c1ccc(Cl)cc1)c1ccccn1
bepridil	CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1, CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1, CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1
berberine	COc1ccc2cc3-c4cc5OCOc5cc4CC[n+]3cc2c1OC, COc1ccc2cc3-c4cc5OCOc5cc4CC[n+]3cc2c1OC
bergapten	COc1c2ccoc2cc2oc(=O)ccc12, COc1c2ccoc2cc2oc(=O)ccc12
bergenin	COc1c(O)cc2C(=O)O[C@@H]3[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]3c2c1O, COc1c(O)cc2C(=O)O[C@@H]3[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]3c2c1O
besifloxacin	N[C@@H]1CCCCN(C1)c1c(F)cc2c(c1Cl)n(cc(C(O)=O)c2=O)C1CC1
BET-BAY-002	Cc1nnc(C[C@@H]2C=C(c3ccc(Cl)cc3)c3ccccc3-n3c(C)nnc23)o1
beta-amyloid-synthesis-inhibitor	Oc1cccc(Nc2ccc(Nc3cccc(O)c3)nn2)c1
beta-carotene	CC(\C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C, CC(\C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C, CC(\C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C, CC(\C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C
beta-CCB	CCCCOC(=O)c1cc2c(cn1)[nH]c1ccccc21
beta-elemene	CC(=C)[C@@H]1CC[C@@](C)(C=C)[C@@H](C1)C(C)=C
beta-funaltrexamine	COC(=O)\C=C\C(=O)N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC1CC1)c45, COC(=O)\C=C\C(=O)N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5O[C@@H]1[C@]2(CCN3CC1CC1)c45
beta-glycerophosphoric-acid	OCC(CO)OP(O)(O)=O
beta-hydroxy-beta-methylbutyrate	CC(C)(O)CC(O)=O.CC(C)(O)CC(O)=O
beta-Hydroxybutyrate	CC(O)CC(O)=O
beta-lapachone	CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O, CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O, CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O, CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O
beta-naphthol	Oc1ccc2ccccc2c1
betahistine	CNCCc1ccccn1, CNCCc1ccccn1
betaine	C[N+](C)(C)CC(O)=O
betamethasone	C[C@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO, C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@H](O)C[C@]2(C)[C@]1(O)C(=O)CO
betamethasone-acetate	C[C@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O
betamethasone-dipropionate	CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C, CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C
betamethasone-valerate	CCCCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CO, CCCCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CO, CCCCC(=O)O[C@@]1([C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)CO
betamipron	OC(=O)CCNC(=O)c1ccccc1, OC(=O)CCNC(=O)c1ccccc1
